name,sex,age,height,weight,team,noc,year,season,sport,medal
Rajko Jokanovi,M,24.0,191,82,Serbia and Montenegro,SCG,1996,Summer,Volleyball,Bronze
Nikola Joki,M,21.0,209,115,Serbia,SRB,2016,Summer,Basketball,Silver
Predrag Joki,M,21.0,188,102,Serbia and Montenegro,SCG,2004,Summer,Water Polo,Silver
Jerzy Pawe Jokiel,M,20.0,168,61,Poland,POL,1952,Summer,Gymnastics,Silver
Jussi Petteri Jokinen,M,22.0,181,86,Finland,FIN,2006,Winter,Ice Hockey,Silver
Jussi Petteri Jokinen,M,30.0,181,86,Finland,FIN,2014,Winter,Ice Hockey,Bronze
Olli Veli Pekka Jokinen,M,27.0,187,91,Finland,FIN,2006,Winter,Ice Hockey,Silver
Olli Veli Pekka Jokinen,M,31.0,187,91,Finland,FIN,2010,Winter,Ice Hockey,Bronze
Olli Veli Pekka Jokinen,M,35.0,187,91,Finland,FIN,2014,Winter,Ice Hockey,Bronze
Maro Jokovi,M,24.0,203,95,Croatia,CRO,2012,Summer,Water Polo,Gold
Maro Jokovi,M,28.0,203,95,Croatia,CRO,2016,Summer,Water Polo,Silver
Guillaume Joli,M,27.0,178,81,France,FRA,2012,Summer,Handball,Gold
Wouter Jolie,M,27.0,173,71,Netherlands,NED,2012,Summer,Hockey,Silver
Allison Blair Jolly (-Elliot),F,32.0,165,57,United States,USA,1988,Summer,Sailing,Gold
Pascal Jolyot,M,21.0,184,67,France,FRA,1980,Summer,Fencing,Silver
Pascal Jolyot,M,21.0,184,67,France,FRA,1980,Summer,Fencing,Gold
Pascal Jolyot,M,26.0,184,67,France,FRA,1984,Summer,Fencing,Bronze
Karl Arthur Jonath,M,22.0,179,73,Germany,GER,1932,Summer,Athletics,Bronze
Karl Arthur Jonath,M,22.0,179,73,Germany,GER,1932,Summer,Athletics,Silver
"Alfred ""Al"" Jones",M,22.0,175,75,United States,USA,1968,Summer,Boxing,Bronze
Asjha Takera Jones,F,31.0,191,89,United States,USA,2012,Summer,Basketball,Gold
Barbara Pearl Jones (-Slater),F,15.0,171,60,United States,USA,1952,Summer,Athletics,Gold
Barbara Pearl Jones (-Slater),F,23.0,171,60,United States,USA,1960,Summer,Athletics,Gold
"Reuben Samuel ""Ben"" Jones",M,35.0,178,64,Great Britain,GBR,1968,Summer,Equestrianism,Gold
"Robert Clyde ""Bobby"" Jones",M,20.0,203,93,United States,USA,1972,Summer,Basketball,Silver
Brenda Jones (-Carr),F,23.0,173,55,Australia,AUS,1960,Summer,Athletics,Silver
Carolyn Jones (-Young),F,22.0,172,59,United States,USA,1992,Summer,Basketball,Bronze
Cullen Andrew Jones,M,24.0,195,95,United States,USA,2008,Summer,Swimming,Gold
Cullen Andrew Jones,M,28.0,195,95,United States,USA,2012,Summer,Swimming,Silver
Cullen Andrew Jones,M,28.0,195,95,United States,USA,2012,Summer,Swimming,Silver
Cullen Andrew Jones,M,28.0,195,95,United States,USA,2012,Summer,Swimming,Gold
David Henry Jones,M,20.0,179,76,Great Britain,GBR,1960,Summer,Athletics,Bronze
Dwight Elmo Jones,M,20.0,203,93,United States,USA,1972,Summer,Basketball,Silver
Earl M. Jones,M,20.0,180,73,United States,USA,1984,Summer,Athletics,Bronze
Esther B. Jones,F,23.0,171,61,United States,USA,1992,Summer,Athletics,Gold
Hayes Wendell Jones,M,22.0,180,76,United States,USA,1960,Summer,Athletics,Bronze
Hayes Wendell Jones,M,26.0,180,76,United States,USA,1964,Summer,Athletics,Gold
Jacque Dewayne Jones,M,21.0,178,77,United States,USA,1996,Summer,Baseball,Bronze
Jade Louise Jones,F,19.0,156,57,Great Britain,GBR,2012,Summer,Taekwondo,Gold
Jade Louise Jones,F,23.0,156,57,Great Britain,GBR,2016,Summer,Taekwondo,Gold
Jennifer Judith Jones,F,39.0,173,63,Canada,CAN,2014,Winter,Curling,Gold
"Jennifer Marie ""Jenny"" Jones",F,33.0,161,61,Great Britain,GBR,2014,Winter,Snowboarding,Bronze
"John Wesley ""Johnny"" Jones",M,18.0,183,77,United States,USA,1976,Summer,Athletics,Gold
K. C. Jones,M,24.0,185,91,United States,USA,1956,Summer,Basketball,Gold
"Kenneth Jeffrey ""Ken"" Jones",M,26.0,180,75,Great Britain,GBR,1948,Summer,Athletics,Silver
Leisel Marie Jones,F,15.0,177,68,Australia,AUS,2000,Summer,Swimming,Silver
Leisel Marie Jones,F,15.0,177,68,Australia,AUS,2000,Summer,Swimming,Silver
Leisel Marie Jones,F,18.0,177,68,Australia,AUS,2004,Summer,Swimming,Bronze
Leisel Marie Jones,F,18.0,177,68,Australia,AUS,2004,Summer,Swimming,Silver
Leisel Marie Jones,F,18.0,177,68,Australia,AUS,2004,Summer,Swimming,Gold
Leisel Marie Jones,F,22.0,177,68,Australia,AUS,2008,Summer,Swimming,Gold
Leisel Marie Jones,F,22.0,177,68,Australia,AUS,2008,Summer,Swimming,Silver
Leisel Marie Jones,F,22.0,177,68,Australia,AUS,2008,Summer,Swimming,Gold
Leisel Marie Jones,F,26.0,177,68,Australia,AUS,2012,Summer,Swimming,Silver
"Louis Woodard ""Lou"" Jones, III",M,24.0,183,76,United States,USA,1956,Summer,Athletics,Gold
Luuka Jones,F,27.0,172,68,New Zealand,NZL,2016,Summer,Canoeing,Silver
"Marion Lois Jones (-Hunter, -Montgomery, -Thompson)",F,24.0,178,68,United States,USA,2000,Summer,Athletics,Gold
Megan Victoria Jones,F,31.0,167,60,Australia,AUS,2008,Summer,Equestrianism,Silver
Michellie Yvonne Jones,F,31.0,180,60,Australia,AUS,2000,Summer,Triathlon,Silver
"Nathaniel Henry ""Nate"" Jones",M,23.0,183,91,United States,USA,1996,Summer,Boxing,Bronze
"Randal ""Randy"" Jones",M,32.0,180,89,United States-1,USA,2002,Winter,Bobsleigh,Silver
"Samuel Symington ""Sam"" Jones",M,24.0,189,82,United States,USA,1904,Summer,Athletics,Gold
"Stephanie ""Steffi"" Jones",F,27.0,180,72,Germany,GER,2000,Summer,Football,Bronze
"Stephanie ""Steffi"" Jones",F,31.0,180,72,Germany,GER,2004,Summer,Football,Bronze
"Susanne Jean ""Suzy"" Jones (-Roy)",F,20.0,168,58,United States,USA,1968,Summer,Swimming,Gold
"Wallace Clayton ""Wally"" Jones",M,22.0,193,102,United States,USA,1948,Summer,Basketball,Gold
"Larry Lee ""Zeke"" Jones",M,25.0,162,52,United States,USA,1992,Summer,Wrestling,Silver
Marcia Ingram Jones Smoke,F,23.0,169,61,United States,USA,1964,Summer,Canoeing,Bronze
"Roy Levesta Jones, Jr.",M,19.0,180,71,United States,USA,1988,Summer,Boxing,Silver
Jong Yeu-Jeng,M,18.0,170,77,Chinese Taipei,TPE,1992,Summer,Baseball,Silver
Somjit Jongjohor,M,33.0,167,51,Thailand,THA,2008,Summer,Boxing,Gold
Arnold Jonke,M,29.0,198,93,Austria,AUT,1992,Summer,Rowing,Silver
Kelly Maria Jonker,F,22.0,159,59,Netherlands,NED,2012,Summer,Hockey,Gold
Kelly Maria Jonker,F,26.0,159,59,Netherlands,NED,2016,Summer,Hockey,Silver
Pierre Jonqures d'Oriola,M,32.0,173,70,France,FRA,1952,Summer,Equestrianism,Gold
Pierre Jonqures d'Oriola,M,44.0,173,70,France,FRA,1964,Summer,Equestrianism,Gold
Pierre Jonqures d'Oriola,M,44.0,173,70,France,FRA,1964,Summer,Equestrianism,Silver
Pierre Jonqures d'Oriola,M,48.0,173,70,France,FRA,1968,Summer,Equestrianism,Silver
Kristina Birgitta Jnsson (-Breed),F,18.0,173,60,Sweden,SWE,1980,Summer,Swimming,Silver
Karl Emil Jnsson,M,28.0,178,79,Sweden,SWE,2014,Winter,Cross Country Skiing,Bronze
Karl Emil Jnsson,M,28.0,178,79,Sweden,SWE,2014,Winter,Cross Country Skiing,Bronze
John Henry Jonsson (-Klarne),M,24.0,181,70,Sweden,SWE,1936,Summer,Athletics,Bronze
Jan Gunnar Jnsson,M,28.0,183,70,Sweden,SWE,1972,Summer,Equestrianism,Bronze
Ulf Peter Jrgen Jnsson,M,21.0,184,89,Sweden,SWE,1994,Winter,Ice Hockey,Gold
Ulf Peter Jrgen Jnsson,M,33.0,184,89,Sweden,SWE,2006,Winter,Ice Hockey,Gold
Per Anders Kenny Jnsson,M,19.0,191,92,Sweden,SWE,1994,Winter,Ice Hockey,Gold
Per Anders Kenny Jnsson,M,31.0,191,92,Sweden,SWE,2006,Winter,Ice Hockey,Gold
Karl Niklas Jonsson,M,28.0,178,68,Sweden,SWE,1998,Winter,Cross Country Skiing,Silver
Alf Tomas Jonsson,M,19.0,181,82,Sweden,SWE,1980,Winter,Ice Hockey,Bronze
Alf Tomas Jonsson,M,33.0,181,82,Sweden,SWE,1994,Winter,Ice Hockey,Gold
Joo Hyun-Jung,F,26.0,165,59,South Korea,KOR,2008,Summer,Archery,Gold
Istvn Jos,M,27.0,186,85,Hungary,HUN,1980,Summer,Canoeing,Silver
Peter Joppich,M,29.0,176,68,Germany,GER,2012,Summer,Fencing,Bronze
"William Conrad ""Bill"" Jordan",M,21.0,192,79,United States,USA,1920,Summer,Rowing,Gold
"Hyland DeAndre Jordan, Jr.",M,28.0,211,120,United States,USA,2016,Summer,Basketball,Gold
Michael Jeffrey Jordan,M,21.0,198,90,United States,USA,1984,Summer,Basketball,Gold
Michael Jeffrey Jordan,M,29.0,198,90,United States,USA,1992,Summer,Basketball,Gold
Shaun M. Jordan,M,20.0,183,68,United States,USA,1988,Summer,Swimming,Gold
Shaun M. Jordan,M,24.0,183,68,United States,USA,1992,Summer,Swimming,Gold
Olav Jordet,M,24.0,176,75,Norway,NOR,1964,Winter,Biathlon,Bronze
Olav Jordet,M,28.0,176,75,Norway,NOR,1968,Winter,Biathlon,Silver
Jorge Edson Souza de Brito,M,25.0,192,90,Brazil,BRA,1992,Summer,Volleyball,Gold
"Daniel Ploug ""Dan"" Jorgensen",M,20.0,190,93,United States,USA,1988,Summer,Swimming,Gold
"Daniel Ploug ""Dan"" Jorgensen",M,24.0,190,93,United States,USA,1992,Summer,Swimming,Bronze
Gwen Rosemary Jorgensen (-Lemieux),F,30.0,178,59,United States,USA,2016,Summer,Triathlon,Gold
Janel Simone Jorgensen (-McArdle),F,17.0,178,66,United States,USA,1988,Summer,Swimming,Silver
"Jorge Jos ""Jorginho"" de Amorim Campos",M,24.0,174,68,Brazil,BRA,1988,Summer,Football,Silver
"Jos Mara ""Jos Mari"" Romero Poyn",M,21.0,184,75,Spain,ESP,2000,Summer,Football,Silver
Curtis Shayne Joseph,M,34.0,180,86,Canada,CAN,2002,Winter,Ice Hockey,Gold
Fabian Gerard Joseph,M,26.0,173,80,Canada,CAN,1992,Winter,Ice Hockey,Silver
Fabian Gerard Joseph,M,28.0,173,80,Canada,CAN,1994,Winter,Ice Hockey,Silver
"Ronald Bert ""Ron"" Joseph",M,19.0,159,73,United States-1,USA,1964,Winter,Figure Skating,Bronze
Vivian Laureen Joseph,F,15.0,159,57,United States-1,USA,1964,Winter,Figure Skating,Bronze
Karen Julia Josephson,F,24.0,162,55,United States,USA,1988,Summer,Synchronized Swimming,Silver
Karen Julia Josephson,F,28.0,162,55,United States,USA,1992,Summer,Synchronized Swimming,Gold
Sarah Gay Josephson,F,24.0,162,55,United States,USA,1988,Summer,Synchronized Swimming,Silver
Sarah Gay Josephson,F,28.0,162,55,United States,USA,1992,Summer,Synchronized Swimming,Gold
"Anton ""Ante"" Josipovi",M,22.0,180,80,Yugoslavia,YUG,1984,Summer,Boxing,Gold
Marion Josserand,F,23.0,162,56,France,FRA,2010,Winter,Freestyle Skiing,Bronze
Frdrique Chantal Marthe Jossinet,F,28.0,160,48,France,FRA,2004,Summer,Judo,Silver
Sergjus Jovaia,M,25.0,195,85,Soviet Union,URS,1980,Summer,Basketball,Bronze
Sergjus Jovaia,M,37.0,195,85,Lithuania,LTU,1992,Summer,Basketball,Bronze
Nevena Jovanovi,F,26.0,179,72,Serbia,SRB,2016,Summer,Basketball,Bronze
"Edward ""Ed"" Jovanovski",M,25.0,188,96,Canada,CAN,2002,Winter,Ice Hockey,Gold
Boidar Jovi,M,24.0,202,108,Croatia,CRO,1996,Summer,Handball,Gold
Stefan Jovi,M,25.0,196,94,Serbia,SRB,2016,Summer,Basketball,Silver
"Gregory Andrew ""Greg"" Joy",M,20.0,194,71,Canada,CAN,1976,Summer,Athletics,Silver
"Rebecca Susan ""Bec"" Joyce",F,25.0,178,59,Australia,AUS,1996,Summer,Rowing,Bronze
"Richard John ""Dick"" Joyce",M,22.0,194,89,New Zealand,NZL,1968,Summer,Rowing,Gold
"Richard John ""Dick"" Joyce",M,26.0,194,89,New Zealand,NZL,1972,Summer,Rowing,Gold
"Joseph ""Joe"" Joyce",M,30.0,197,108,Great Britain,GBR,2016,Summer,Boxing,Silver
Kara Lynn Joyce,F,18.0,183,70,United States,USA,2004,Summer,Swimming,Silver
Kara Lynn Joyce,F,18.0,183,70,United States,USA,2004,Summer,Swimming,Silver
Kara Lynn Joyce,F,22.0,183,70,United States,USA,2008,Summer,Swimming,Silver
Kara Lynn Joyce,F,22.0,183,70,United States,USA,2008,Summer,Swimming,Silver
Kevin Francis Joyce,M,21.0,191,86,United States,USA,1972,Summer,Basketball,Silver
"Alfredrick Alphonzo ""Al"" Joyner",M,24.0,186,77,United States,USA,1984,Summer,Athletics,Gold
"Jacqueline ""Jackie"" Joyner-Kersee",F,22.0,178,70,United States,USA,1984,Summer,Athletics,Silver
"Jacqueline ""Jackie"" Joyner-Kersee",F,26.0,178,70,United States,USA,1988,Summer,Athletics,Gold
"Jacqueline ""Jackie"" Joyner-Kersee",F,26.0,178,70,United States,USA,1988,Summer,Athletics,Gold
"Jacqueline ""Jackie"" Joyner-Kersee",F,30.0,178,70,United States,USA,1992,Summer,Athletics,Bronze
"Jacqueline ""Jackie"" Joyner-Kersee",F,30.0,178,70,United States,USA,1992,Summer,Athletics,Gold
"Jacqueline ""Jackie"" Joyner-Kersee",F,34.0,178,70,United States,USA,1996,Summer,Athletics,Bronze
"Jarosawa Jwiakowska-Bieda (-Ringer, -Zdunkiewicz)",F,23.0,167,59,Poland,POL,1960,Summer,Athletics,Silver
Casper Jrgensen,M,22.0,187,90,Denmark,DEN,2008,Summer,Cycling,Silver
Emma Aastrand Jrgensen,F,20.0,169,70,Denmark,DEN,2016,Summer,Canoeing,Silver
Harry Jrgensen,M,22.0,188,82,Denmark,DEN,1968,Summer,Rowing,Bronze
Morten Jrgensen,M,23.0,183,73,Denmark,DEN,2008,Summer,Rowing,Gold
Morten Jrgensen,M,27.0,183,73,Denmark,DEN,2012,Summer,Rowing,Bronze
Morten Jrgensen,M,31.0,183,73,Denmark,DEN,2016,Summer,Rowing,Silver
Paul Lindemark Jrgensen,M,52.0,170,74,Denmark,DEN,1968,Summer,Sailing,Silver
Silje Jrgensen,F,23.0,167,60,Norway,NOR,2000,Summer,Football,Gold
Ju Hyeong-Jun,M,22.0,175,73,South Korea,KOR,2014,Winter,Speed Skating,Silver
Ju Min-Jin,F,18.0,165,50,South Korea,KOR,2002,Winter,Short Track Speed Skating,Gold
Ju Se-Hyeok,M,32.0,180,67,South Korea,KOR,2012,Summer,Table Tennis,Silver
Juan Guilherme Nunes Jesus,M,21.0,185,83,Brazil,BRA,2012,Summer,Football,Silver
Alberto Juantorena Danger,M,25.0,190,84,Cuba,CUB,1976,Summer,Athletics,Gold
Alberto Juantorena Danger,M,25.0,190,84,Cuba,CUB,1976,Summer,Athletics,Gold
Osmany Juantorena Portuondo,M,30.0,200,85,Italy,ITA,2016,Summer,Volleyball,Silver
"Ricardo ""Rocky"" Jurez",M,20.0,178,57,United States,USA,2000,Summer,Boxing,Silver
Ramn Jufresa Lluch,M,26.0,188,86,Spain,ESP,1996,Summer,Hockey,Silver
Istvn Juhsz,M,23.0,177,74,Hungary,HUN,1968,Summer,Football,Gold
Pter Juhsz,M,24.0,177,72,Hungary,HUN,1972,Summer,Football,Silver
Katalin Juhsz-Nagy (-Tth),F,27.0,164,59,Hungary,HUN,1960,Summer,Fencing,Silver
Katalin Juhsz-Nagy (-Tth),F,31.0,164,59,Hungary,HUN,1964,Summer,Fencing,Gold
Kamilla Rytter Juhl,F,32.0,183,71,Denmark,DEN,2016,Summer,Badminton,Silver
Clas Patrik Juhlin,M,23.0,184,88,Sweden,SWE,1994,Winter,Ice Hockey,Gold
Mirna Jukic,F,22.0,178,68,Austria,AUT,2008,Summer,Swimming,Bronze
Zigmas Jukna,M,25.0,184,86,Soviet Union,URS,1960,Summer,Rowing,Silver
Zigmas Jukna,M,33.0,184,86,Soviet Union,URS,1968,Summer,Rowing,Bronze
Max Julen,M,22.0,170,64,Switzerland,SUI,1984,Winter,Alpine Skiing,Gold
Arsen Julfalakyan,M,25.0,166,76,Armenia,ARM,2012,Summer,Wrestling,Silver
Levon Julfalakyan,M,24.0,167,68,Soviet Union,URS,1988,Summer,Wrestling,Gold
Cyril Julian,M,26.0,206,106,France,FRA,2000,Summer,Basketball,Silver
Juliana Ribeiro Cabral,F,22.0,169,60,Brazil,BRA,2004,Summer,Football,Silver
Juliana Felisberta da Silva,F,29.0,177,63,Brazil-1,BRA,2012,Summer,Beach Volleyball,Bronze
"Robert William ""Bobby"" Julich",M,32.0,182,68,United States,USA,2004,Summer,Cycling,Silver
Jorge Elicer Julio Rocha,M,19.0,169,54,Colombia,COL,1988,Summer,Boxing,Bronze
Takanobu Jumonji,M,20.0,180,82,Japan,JPN,1996,Summer,Cycling,Bronze
"Joseph ""Joe"" Juneau",M,24.0,182,87,Canada,CAN,1992,Winter,Ice Hockey,Silver
Jung Jae-Eun,F,20.0,163,56,South Korea,KOR,2000,Summer,Taekwondo,Gold
"Lovieanne ""Lovie"" Jung",F,24.0,168,64,United States,USA,2004,Summer,Softball,Gold
"Lovieanne ""Lovie"" Jung",F,28.0,168,64,United States,USA,2008,Summer,Softball,Silver
Michael Jung,M,29.0,168,70,Germany,GER,2012,Summer,Equestrianism,Gold
Michael Jung,M,29.0,168,70,Germany,GER,2012,Summer,Equestrianism,Gold
Michael Jung,M,34.0,168,70,Germany,GER,2016,Summer,Equestrianism,Gold
Michael Jung,M,34.0,168,70,Germany,GER,2016,Summer,Equestrianism,Silver
Stefan Junge,M,21.0,195,85,East Germany,GDR,1972,Summer,Athletics,Silver
Henri Junghnel,M,28.0,179,80,Germany,GER,2016,Summer,Shooting,Gold
Caren Jungjohann (-Hecker),F,24.0,176,67,Germany,GER,1992,Summer,Hockey,Silver
"Oswaldo ""Juninho Paulista"" Giroldo Jnior",M,23.0,167,70,Brazil,BRA,1996,Summer,Football,Bronze
Bruno Junk,M,22.0,185,72,Soviet Union,URS,1952,Summer,Athletics,Bronze
Bruno Junk,M,27.0,185,72,Soviet Union,URS,1956,Summer,Athletics,Bronze
"Helene ""Leni"" Junker (-Thymm)",F,22.0,168,68,Germany,GER,1928,Summer,Athletics,Bronze
Michael Jurack,M,25.0,190,100,Germany,GER,2004,Summer,Judo,Bronze
Nicolae Juravschi,M,24.0,175,75,Soviet Union,URS,1988,Summer,Canoeing,Gold
Nicolae Juravschi,M,24.0,175,75,Soviet Union,URS,1988,Summer,Canoeing,Gold
"Pavle ""Pavao"" Jurina",M,29.0,194,95,Yugoslavia,YUG,1984,Summer,Handball,Gold
Andrzej Mieczysaw Juskowiak,M,21.0,184,79,Poland,POL,1992,Summer,Football,Silver
Risto Kalevi Jussilainen,M,26.0,180,64,Finland,FIN,2002,Winter,Ski Jumping,Silver
Andrew Justice,M,29.0,188,79,Great Britain,GBR,1980,Summer,Rowing,Silver
Fahrudin Jusufi,M,20.0,174,72,Yugoslavia,YUG,1960,Summer,Football,Gold
Timo Juhani Jutila,M,30.0,176,85,Finland,FIN,1994,Winter,Ice Hockey,Bronze
Vazha K'ach'arava,M,27.0,186,85,Soviet Union,URS,1964,Summer,Volleyball,Gold
Givi K'art'ozia,M,27.0,176,87,Soviet Union,URS,1956,Summer,Wrestling,Gold
Givi K'art'ozia,M,31.0,176,87,Soviet Union,URS,1960,Summer,Wrestling,Bronze
Aleksandr Sergeyevich Kabanov,M,24.0,181,84,Soviet Union,URS,1972,Summer,Water Polo,Gold
Aleksandr Sergeyevich Kabanov,M,32.0,181,84,Soviet Union,URS,1980,Summer,Water Polo,Gold
Alina Maratovna Kabayeva,F,17.0,164,46,Russia,RUS,2000,Summer,Rhythmic Gymnastics,Bronze
Alina Maratovna Kabayeva,F,21.0,164,46,Russia,RUS,2004,Summer,Rhythmic Gymnastics,Gold
Robert Kabbas,M,29.0,173,83,Australia,AUS,1984,Summer,Weightlifting,Silver
Frantiek Kaberle,M,32.0,184,84,Czech Republic,CZE,2006,Winter,Ice Hockey,Bronze
Tom Kaberle,M,27.0,185,97,Czech Republic,CZE,2006,Winter,Ice Hockey,Bronze
Yevgeniya Nikolayevna Kabina-Sidorova,F,25.0,164,65,Soviet Union,URS,1956,Winter,Alpine Skiing,Bronze
Slobodan Kaar,M,22.0,188,81,Yugoslavia,YUG,1980,Summer,Boxing,Gold
Tadija Kaar,M,20.0,184,73,Yugoslavia,YUG,1976,Summer,Boxing,Silver
Hrvoje Kai,M,24.0,182,82,Yugoslavia,YUG,1956,Summer,Water Polo,Silver
Lina Kaiuyt,F,17.0,170,62,Soviet Union,URS,1980,Summer,Swimming,Gold
Jerzy Mieczysaw Kaczmarek,M,24.0,184,70,Poland,POL,1972,Summer,Fencing,Gold
Zbigniew Tadeusz Kaczmarek,M,26.0,164,67,Poland,POL,1972,Summer,Weightlifting,Bronze
Arnold Kadlec,M,25.0,188,79,Czechoslovakia,TCH,1984,Winter,Ice Hockey,Silver
Drahomr Kadlec,M,26.0,181,86,Czechoslovakia,TCH,1992,Winter,Ice Hockey,Bronze
Jiina Kadlecov (Kodrov-),F,32.0,161,56,Czechoslovakia,TCH,1980,Summer,Hockey,Silver
Werner Kaessmann,M,25.0,179,75,West Germany,FRG,1972,Summer,Hockey,Gold
Yevgeny Aleksandrovich Kafelnikov,M,26.0,191,83,Russia,RUS,2000,Summer,Tennis,Gold
Yoko Kagabu,F,23.0,170,64,Japan,JPN,1984,Summer,Volleyball,Bronze
Uwe Kagelmann,M,21.0,180,74,East Germany-1,GDR,1972,Winter,Figure Skating,Bronze
Uwe Kagelmann,M,25.0,180,74,East Germany-2,GDR,1976,Winter,Figure Skating,Bronze
Pavlos Kagialis,M,32.0,184,74,Greece,GRE,2016,Summer,Sailing,Bronze
Heikki Khknen,M,28.0,158,60,Finland,FIN,1920,Summer,Wrestling,Silver
"Natasha Kanani Janine ""Tasha"" Kai",F,25.0,170,66,United States,USA,2008,Summer,Football,Gold
Ayumi Kaihori,F,25.0,170,63,Japan,JPN,2012,Summer,Football,Silver
"Johannes ""Jo"" Kaiser",M,24.0,185,80,Germany,GER,1960,Summer,Athletics,Silver
"Wilhelm Gustav ""Willi"" Kaiser",M,24.0,163,51,Germany,GER,1936,Summer,Boxing,Gold
Natasha E. Kaiser-Brown,F,25.0,175,59,United States,USA,1992,Summer,Athletics,Silver
Rumyana Kaisheva,F,24.0,180,65,Bulgaria,BUL,1980,Summer,Volleyball,Bronze
Sani Haruna Kaita,M,22.0,179,73,Nigeria,NGR,2008,Summer,Football,Silver
Jnos Kajdi,M,32.0,172,69,Hungary,HUN,1972,Summer,Boxing,Silver
Noboyuki Kajitani,M,29.0,156,53,Japan,JPN,1984,Summer,Gymnastics,Bronze
Noboyuki Kajitani,M,29.0,156,53,Japan,JPN,1984,Summer,Gymnastics,Silver
Hiroshi Kajiyama,M,23.0,159,52,Japan,JPN,1976,Summer,Gymnastics,Gold
Hiroshi Kajiyama,M,23.0,159,52,Japan,JPN,1976,Summer,Gymnastics,Bronze
Milan Kajkl,M,25.0,184,88,Czechoslovakia,TCH,1976,Winter,Ice Hockey,Silver
Ritva Marjatta Kajosmaa (Sakki-),F,34.0,169,60,Finland,FIN,1972,Winter,Cross Country Skiing,Silver
Ritva Marjatta Kajosmaa (Sakki-),F,34.0,169,60,Finland,FIN,1972,Winter,Cross Country Skiing,Bronze
Ritva Marjatta Kajosmaa (Sakki-),F,34.0,169,60,Finland,FIN,1972,Winter,Cross Country Skiing,Silver
Ritva Marjatta Kajosmaa (Sakki-),F,38.0,169,60,Finland,FIN,1976,Winter,Cross Country Skiing,Silver
Akakios Kakiasvili,M,23.0,176,93,Unified Team,EUN,1992,Summer,Weightlifting,Gold
Akakios Kakiasvili,M,27.0,176,93,Greece,GRE,1996,Summer,Weightlifting,Gold
Akakios Kakiasvili,M,31.0,176,93,Greece,GRE,2000,Summer,Weightlifting,Gold
"Nikolaos ""Nikos"" Kaklamanakis",M,27.0,177,70,Greece,GRE,1996,Summer,Sailing,Gold
"Nikolaos ""Nikos"" Kaklamanakis",M,35.0,177,70,Greece,GRE,2004,Summer,Sailing,Silver
Viktor Oleksandrovych Kakoshyn,M,22.0,192,85,Soviet Union,URS,1980,Summer,Rowing,Bronze
Valery Alekseyevich Kalachikhin,M,25.0,176,80,Soviet Union,URS,1964,Summer,Volleyball,Gold
Nikolay Fyodorovich Kalashnikov,M,24.0,175,71,Soviet Union,URS,1964,Summer,Water Polo,Bronze
Andriy Mykolaiovych Kalashnykov,M,31.0,163,54,Ukraine,UKR,1996,Summer,Wrestling,Bronze
Vira Samulivna Kalashnykova-Krepkina,F,27.0,159,58,Soviet Union,URS,1960,Summer,Athletics,Gold
Nika Kaleb,M,31.0,184,86,Croatia,CRO,2004,Summer,Handball,Gold
Birut Kaldien (Zalogaityt-),F,25.0,173,77,Soviet Union,URS,1960,Summer,Athletics,Bronze
Irina Nikolayevna Kalentyeva,F,30.0,155,45,Russia,RUS,2008,Summer,Cycling,Bronze
Kalimullah Khan,M,26.0,175,75,Pakistan,PAK,1984,Summer,Hockey,Gold
Alois Klin,M,28.0,170,61,Switzerland,SUI,1968,Winter,Nordic Combined,Silver
Alois Klin,M,32.0,170,61,Switzerland,SUI,1972,Winter,Cross Country Skiing,Bronze
"Alfred ""Fredel"" Klin",M,23.0,169,67,Switzerland,SUI,1972,Winter,Cross Country Skiing,Bronze
Urs Klin,M,27.0,166,72,Switzerland,SUI,1994,Winter,Alpine Skiing,Silver
Milan Kalina,M,27.0,190,96,Yugoslavia,YUG,1984,Summer,Handball,Gold
Yuliya Anatolivna Kalina,F,23.0,160,58,Ukraine,UKR,2012,Summer,Weightlifting,Bronze
Nikola Kalini,M,24.0,202,102,Serbia,SRB,2016,Summer,Basketball,Silver
Sergey Alekseyevich Kalinin,M,33.0,170,80,Soviet Union,URS,1960,Summer,Shooting,Bronze
Hanna Heorhivna Kalinina,F,25.0,172,75,Ukraine,UKR,2004,Summer,Sailing,Silver
Irina Vladimirovna Kalinina (-Bazhina),F,21.0,159,50,Soviet Union,URS,1980,Summer,Diving,Gold
Viktoriya Viktorovna Kalinina,F,27.0,183,74,Russia,RUS,2016,Summer,Handball,Gold
Lidiya Gavrilovna Kalinina-Ivanova,F,19.0,164,57,Soviet Union,URS,1956,Summer,Gymnastics,Gold
Lidiya Gavrilovna Kalinina-Ivanova,F,19.0,164,57,Soviet Union,URS,1956,Summer,Gymnastics,Bronze
Lidiya Gavrilovna Kalinina-Ivanova,F,23.0,164,57,Soviet Union,URS,1960,Summer,Gymnastics,Gold
Elena Kalisk,F,32.0,172,65,Slovakia,SVK,2004,Summer,Canoeing,Gold
Elena Kalisk,F,36.0,172,65,Slovakia,SVK,2008,Summer,Canoeing,Gold
Chase Tyler Kalisz,M,22.0,193,86,United States,USA,2016,Summer,Swimming,Silver
Ivan Aleksandrovich Kalita,M,37.0,170,65,Soviet Union,URS,1964,Summer,Equestrianism,Bronze
